closure_time,censor,type,zone
7024,1,Retail,
10114,1,Service,
10559,1,Other,
5652,1,Rental,
7325,1,Service,
1674,1,Retail,
7399,1,Service,
13497,1,Retail,
1918,1,Retail,
5607,1,Rental,
12364,1,Rental,
4545,1,Service,
5582,1,Rental,
12390,1,Rental,
12413,1,Rental,
14826,1,,
12407,1,Rental,
10598,1,Rental,
12414,1,Rental,
3101,1,Rental,
4138,1,Service,
3669,1,Service,
7745,1,Rental,
9115,1,Rental,
4959,1,Service,
11587,1,Service,
10039,1,Rental,
7895,1,Service,
5656,1,Rental,
15953,1,Retail,
4787,1,Retail,
13516,1,Service,
4941,1,Service,
5734,1,Service,
4937,1,Service,
6692,1,Downtown Association,
6555,1,Service,
6924,1,Service,
10605,1,Service,
4789,1,Retail,
4952,1,Service,
9115,1,Rental,
15953,1,Service,
6345,1,,
1494,1,Rental,
2379,1,Retail,
6021,1,Retail,
4882,1,Service,
8679,1,Retail,
15953,1,Retail,
15953,1,Downtown Association,
7885,1,Retail,
3576,1,Service,
2429,1,Service,
4417,1,Service,
4419,1,Service,
8458,1,Service,
6562,1,,
1764,1,Service,
4551,1,,
5109,1,Service,
4871,1,Service,
9542,1,Service,
1708,1,Rental,
15953,1,Service,
1702,1,Retail,
2542,1,Service,
5655,1,Rental,
4677,1,Service,
4040,1,Service,
6204,1,Service,
1903,1,Service,
1291,1,Rental,
1429,1,Rental,
5386,1,Downtown Association,
6204,1,Retail,
4682,1,Service,
4928,1,Retail,
9185,1,Rental,
13210,1,Service,
10452,1,Rental,
17414,1,Service,
5608,1,Rental,
9039,1,Rental,
2191,1,Service,
7694,1,Service,
1744,1,Rental,
428,1,Service,
3576,1,Service,
5609,1,Service,
5144,1,Service,
11858,1,Service,
9207,1,Rental,
6167,1,Rental,
5656,1,Rental,
2863,1,Service,
5623,1,Rental,
2096,1,Other,
5628,1,Rental,
7000,1,Service,
5622,1,Rental,
5553,1,Rental,
6385,1,Downtown Association,
1493,1,Retail,
7934,1,Retail,
4994,1,Other,
2015,1,Service,
5610,1,Other,
7493,1,Service,
2444,1,,
1099,1,,
3265,1,,
3635,1,Rental,
5662,1,Rental,
15016,1,Service,
13638,1,Retail,
4342,1,Downtown Association,
15953,1,Service,
2775,1,Service,
8273,1,Service,
4060,1,,
5110,1,Service,
6268,1,Service,
7492,1,,
2976,1,,
6135,1,,
2922,1,Retail,
4090,1,Service,
8389,1,Service,
15953,1,Retail,
10356,1,Service,
7640,1,Service,
5540,1,,
11535,1,Service,
7874,1,Service,
3643,1,,
4969,1,Downtown Association,
3612,1,Service,
2787,1,Service,
8196,1,Retail,
13092,1,Service,
4867,1,Service,
3913,1,,
770,1,Service,
4096,1,Downtown Association,
7689,1,Service,
7472,1,Service,
7276,1,Service,
5005,1,Downtown Association,
3048,1,Service,
3976,1,Downtown Association,
3461,1,Service,
1456,1,Rental,
5649,1,Rental,
8660,1,Service,
3829,1,Service,
9326,1,Downtown Association,
1554,1,Service,
9418,1,Retail,
7416,1,Service,
10417,1,Rental,
9185,1,Rental,
5957,1,Rental,
12411,1,Rental,
3891,1,Rental,
3675,1,Service,
10132,1,Retail,
1424,1,Rental,
8259,1,Downtown Association,
10542,1,Downtown Association,
10803,1,Downtown Association,
8137,1,Service,
4041,1,Service,
12487,1,Service,
6981,1,Downtown Association,
5370,1,Service,
2495,1,Service,
9045,1,Service,
5902,1,Service,
9926,1,Service,
9207,1,Rental,
1455,1,Rental,
2873,1,Downtown Association,
5809,1,Service,
3716,1,Service,
8375,1,Service,
13593,1,Service,
4798,1,Service,
5533,1,Retail,
2747,1,Retail,
4314,1,Service,
10137,1,Other,
1120,1,Service,
12876,1,Service,
10777,1,Rental,
5007,1,Rental,
7500,1,Service,
8794,1,Retail,
3030,1,Retail,
6545,1,Service,
5655,1,Rental,
5656,1,Rental,
14596,1,Service,
10199,1,Other,
7603,1,Service,
10587,1,,
2453,1,Downtown Association,
4917,1,Service,
3019,1,Other,
5050,1,Service,
6001,1,Service,
7379,1,Service,
1459,1,Rental,
5606,1,Rental,
6981,1,Service,
4952,1,Service,
12391,1,Rental,
5631,1,Rental,
868,1,Rental,
868,1,Rental,
3046,1,Service,
7426,1,Downtown Association,
7799,1,Rental,
3656,1,Service,
1708,1,Service,
5655,1,Rental,
6622,1,Service,
5666,1,Rental,
4644,1,Service,
3109,1,,
3131,1,,
8442,1,Downtown Association,
9137,1,Rental,
4830,1,Downtown Association,
7499,1,Rental,
5475,1,Service,
10977,1,Retail,
9022,1,Rental,
3314,1,Rental,
4881,1,Other,
9674,1,Service,
8371,1,Service,
14584,1,Service,
12790,1,Rental,
8966,1,Retail,
2641,1,Service,
2387,1,Service,
2425,1,Service,
3381,1,Service,
3186,1,Service,
3844,1,Retail,
9247,1,Service,
7910,1,Retail,
4951,1,Service,
7338,1,Service,
4608,1,Retail,
4117,1,Retail,
6209,1,Downtown Association,
1253,1,Service,
1356,1,Downtown Association,
4656,1,Service,
7363,1,Other,
6630,1,Downtown Association,
4810,1,Service,
5649,1,Rental,
6763,1,Service,
5627,1,Rental,
4622,1,Downtown Association,
5664,1,Rental,
5621,1,Rental,
1008,1,Service,
10661,1,Service,
6027,1,Service,
6033,1,Downtown Association,
1093,1,Downtown Association,
5600,1,Service,
2145,1,Service,
6083,1,Service,
15953,1,Retail,
5683,1,Rental,
3529,1,Rental,
15953,1,Rental,
12407,1,Rental,
12313,1,Rental,
12405,1,Rental,
5603,1,Rental,
5630,1,Rental,
5652,1,Rental,
10485,1,Service,
4692,1,Retail,
5503,1,Service,
3759,1,Service,
6386,1,Service,
1420,1,Rental,
5651,1,Rental,
5655,1,Rental,
4236,1,Service,
8862,1,Service,
3669,1,Service,
703,1,Service,
3180,1,Service,
5666,1,Rental,
6078,1,Service,
9173,1,Downtown Association,
1613,1,Rental,
6191,1,Service,
14650,1,Service,
4958,1,Service,
10054,1,Service,
6798,1,Service,
4138,1,Service,
1917,1,Service,
7021,1,Service,
7461,1,Service,
4705,1,Service,
8311,1,Service,
2845,1,Other,
7596,1,Retail,
5740,1,Other,
8521,1,Service,
1570,1,Service,
5643,1,Rental,
6595,1,Downtown Association,
442,1,Service,
5167,1,Service,
7188,1,Downtown Association,
5781,1,Service,
5019,1,Retail,
15953,1,Other,
15953,1,Other,
3446,1,Downtown Association,
3692,1,Other,
7821,1,Service,
2570,1,Downtown Association,
5656,1,Rental,
2565,1,Retail,
10758,1,Service,
11055,1,Retail,
6204,1,Service,
6967,1,Retail,
4656,1,Other,
4347,1,Retail,
14827,1,Downtown Association,
6378,1,Service,
5008,1,Downtown Association,
7076,1,Retail,
4455,1,Service,
2283,1,,
2772,1,Rental,
9186,1,Service,
3961,1,Service,
5994,1,Downtown Association,
5848,1,Downtown Association,
7091,1,Service,
8631,1,Service,
5173,1,Service,
11683,1,Service,
10839,1,Retail,
8333,1,Downtown Association,
1436,1,Rental,
5190,1,Retail,
6393,1,Service,
2605,1,Service,
8948,1,Retail,
4047,1,,
6331,1,Service,
3312,1,Retail,
5167,1,Service,
3587,1,Service,
7239,1,Service,
8541,1,Retail,
10598,1,Retail,
3461,1,Retail,
5714,1,Service,
855,1,Service,
12060,1,Service,
5848,1,Service,
9745,1,Service,
5594,1,Service,
2761,1,Service,
4383,1,,
5252,1,Service,
3284,1,Service,
4046,1,Service,
6993,1,Retail,
4481,1,Retail,
14218,1,Service,
9151,1,Service,
15953,1,Service,
9268,1,Service,
6181,1,Service,
2697,1,Downtown Association,
4391,1,Downtown Association,
1151,1,Service,
2256,1,Service,
7692,1,Service,
10289,1,Service,
3732,1,Service,
2046,1,Service,
4517,1,Downtown Association,
5666,1,Rental,
1830,1,Downtown Association,
455,1,Service,
1554,1,Downtown Association,
6106,1,Retail,
12398,1,Rental,
9110,1,Rental,
4619,1,Rental,
13742,1,Service,
700,1,Retail,
6363,1,Service,
3985,1,Retail,
10944,1,Service,
8219,1,Service,
10073,1,Service,
8912,1,Retail,
836,1,Retail,
12361,1,Downtown Association,
6520,1,Retail,
2891,1,Retail,
9432,1,Service,
3438,1,Service,
5645,1,Rental,
6233,1,Retail,
3487,1,Rental,
4010,1,Service,
6345,1,Retail,
6601,1,Service,
5973,1,Retail,
6503,1,Service,
4165,1,Service,
7118,1,Service,
14594,1,Rental,
2022,1,Downtown Association,
10417,1,Rental,
8373,1,Service,
4963,1,Downtown Association,
8392,1,Service,
4376,1,Retail,
6981,1,Service,
11096,1,Service,
17779,1,Downtown Association,
3774,1,Service,
5210,1,Other,
12384,1,Rental,
5615,1,Service,
7148,1,Retail,
8315,1,Other,
4613,1,Retail,
5645,1,Rental,
4551,1,Retail,
7841,1,Retail,
7651,1,Service,
6757,1,Service,
2233,1,Service,
3216,1,Service,
6924,1,Service,
5028,1,Service,
11205,1,Downtown Association,
3612,1,Service,
5167,1,Service,
5678,1,Service,
3879,1,Downtown Association,
11296,1,Downtown Association,
6748,1,Service,
4342,1,Service,
3199,1,Other,
13208,1,Service,
6204,1,Service,
3213,1,Service,
3019,1,Retail,
10621,1,Retail,
6007,1,Downtown Association,
3409,1,Service,
12410,1,Rental,
7906,1,Service,
12412,1,Rental,
18875,1,Service,
12398,1,Rental,
9211,1,Downtown Association,
9191,1,Service,
9143,1,Rental,
9207,1,Rental,
5070,1,Other,
8777,1,Service,
8205,1,Service,
3892,1,Service,
5636,1,Rental,
2911,1,Downtown Association,
9068,1,Service,
7596,1,Downtown Association,
5599,1,Rental,
4060,1,Service,
5645,1,Rental,
5658,1,Rental,
12413,1,Rental,
10171,1,Service,
5651,1,Rental,
6267,1,Rental,
4564,1,Service,
1159,1,Downtown Association,
6469,1,Rental,
5932,1,Service,
5665,1,Rental,
5754,1,Downtown Association,
10121,1,Service,
5615,1,Rental,
5658,1,Rental,
5621,1,Rental,
5615,1,Rental,
12414,1,Rental,
5645,1,Rental,
8052,1,Rental,
5677,1,Rental,
4369,1,Hotel,
12400,1,Rental,
6687,1,Rental,
5655,1,Rental,
5638,1,Rental,
14308,1,Rental,
2011,1,Rental,
2862,1,Rental,
9211,1,Rental,
12320,1,Rental,
16683,1,Downtown Association,
1907,1,Service,
12396,1,Rental,
9199,1,Rental,
5649,1,Rental,
9151,1,Rental,
5662,1,Rental,
12356,1,Rental,
9142,1,Rental,
5665,1,Rental,
9166,1,Rental,
5635,1,Rental,
5603,1,Rental,
7671,1,Downtown Association,
9150,1,Rental,
5652,1,Rental,
7967,1,Service,
13518,1,Service,
5610,1,Rental,
5636,1,Rental,
9207,1,Rental,
9087,1,Rental,
5655,1,Rental,
14639,1,Downtown Association,
5669,1,Rental,
15953,1,Service,
4623,1,Rental,
5650,1,Rental,
6565,1,Downtown Association,
12413,1,Rental,
9087,1,Rental,
4752,1,Service,
3382,1,Rental,
5607,1,Rental,
9207,1,Rental,
11453,1,Service,
9128,1,Rental,
11296,1,Service,
5621,1,Rental,
14673,1,Service,
12371,1,Rental,
7651,1,Rental,
4734,1,Rental,
7162,1,Downtown Association,
9718,1,Downtown Association,
12319,1,Rental,
5764,1,,
7433,1,,
5651,1,Rental,
5988,1,Rental,
12405,1,Rental,
1413,1,Rental,
11419,1,Service,
5650,1,Rental,
9170,1,Rental,
5651,1,Rental,
520,1,Service,
4034,1,Downtown Association,
6875,1,Service,
15953,1,Service,
10910,1,Service,
5384,1,Service,
6804,1,Service,
7812,1,Rental,
5608,1,Rental,
7468,1,Downtown Association,
5655,1,Rental,
9087,1,Rental,
12299,1,Rental,
6996,1,Rental,
9095,1,Rental,
4215,1,Downtown Association,
7967,1,,
5238,1,Rental,
7420,1,Service,
1456,1,Rental,
7128,1,Rental,
5986,1,Rental,
3228,1,Service,
2409,1,Rental,
3492,1,Service,
4474,1,,
1889,1,Downtown Association,
5181,1,Service,
8501,1,Downtown Association,
3499,1,Service,
3321,1,Retail,
5613,1,Rental,
4773,1,Other,
8759,1,Rental,
2676,1,Service,
10839,1,Service,
15222,1,Service,
11908,1,Service,
3326,1,Retail,
3669,1,Service,
13135,1,Service,
2215,1,Service,
1949,1,Service,
4000,1,Retail,
8617,1,Service,
4370,1,Downtown Association,
9149,1,Rental,
8492,1,Service,
12022,1,Other,
5651,1,Rental,
5602,1,Rental,
12371,1,Rental,
6705,1,Rental,
2949,1,Rental,
6118,1,Service,
4207,1,,
2732,1,Rental,
3412,1,Service,
7545,1,,
3110,1,Service,
3207,1,Service,
6324,1,Rental,
6769,1,Downtown Association,
5252,1,Rental,
5617,1,Rental,
9701,1,Downtown Association,
7160,1,Service,
7822,1,Downtown Association,
14143,1,Service,
4374,1,Hotel,
15953,1,Service,
1658,1,Retail,
9341,1,Service,
7514,1,Service,
5460,1,Rental,
14066,1,Service,
7661,1,Rental,
3419,1,Service,
5650,1,Rental,
9534,1,Service,
2970,1,Service,
9149,1,Service,
9206,1,Rental,
3803,1,Service,
1689,1,Service,
11089,1,Downtown Association,
9166,1,Rental,
2209,1,Service,
5747,1,Rental,
15953,1,Service,
5173,1,Downtown Association,
1879,1,Service,
7700,1,Service,
3857,1,Service,
8339,1,Downtown Association,
6882,1,Downtown Association,
12405,1,Rental,
5085,1,,
9187,1,Service,
12407,1,Rental,
483,1,Service,
4588,1,Downtown Association,
1717,1,Rental,
4007,1,,
7119,1,Service,
3515,1,Service,
7563,1,Service,
3320,1,Downtown Association,
9038,1,Service,
7576,1,Downtown Association,
2712,1,Service,
8051,1,Rental,
4361,1,,
3160,1,Service,
3054,1,Service,
4362,1,Service,
6337,1,Service,
1423,1,Rental,
13541,1,Service,
6898,1,Service,
1524,1,Rental,
5664,1,Rental,
2200,1,Service,
18875,1,Service,
5586,1,Rental,
19240,1,Service,
9086,1,Rental,
6356,1,Rental,
5574,1,Rental,
12410,1,Rental,
7420,1,Service,
12412,1,Rental,
9170,1,Rental,
5645,1,Rental,
8326,1,Retail,
4985,1,Service,
2606,1,Rental,
794,1,Service,
4181,1,,
7500,1,Downtown Association,
1343,1,Service,
5330,1,Service,
8189,1,Service,
8353,1,Service,
13484,1,Retail,
2571,1,Service,
4635,1,Other,
8332,1,Retail,
15953,1,Service,
7892,1,Service,
9206,1,Rental,
8421,1,Service,
5624,1,Rental,
1435,1,Rental,
2225,1,Service,
5651,1,Rental,
9193,1,Rental,
15953,1,Service,
5642,1,Rental,
5937,1,Rental,
3486,1,Rental,
5573,1,Rental,
9185,1,Rental,
5622,1,Rental,
5610,1,Rental,
5959,1,Rental,
10132,1,Downtown Association,
6215,1,Rental,
7772,1,Retail,
15953,1,Downtown Association,
5614,1,Rental,
7135,1,Service,
4656,1,Retail,
2502,1,Retail,
5140,1,Retail,
15953,1,Other,
1702,1,Service,
9087,1,Rental,
12004,1,Service,
7420,1,Retail,
10501,1,Service,
12412,1,Rental,
2654,1,Service,
5595,1,Rental,
5686,1,Rental,
12404,1,Rental,
5663,1,Rental,
4417,1,Service,
12412,1,Rental,
1920,1,Rental,
7973,1,Downtown Association,
9667,1,Downtown Association,
5651,1,Rental,
7905,1,Service,
9199,1,Rental,
6911,1,Rental,
15953,1,Downtown Association,
5866,1,Rental,
11558,1,Service,
8351,1,,
646,1,,
2970,1,Rental,
7678,1,Rental,
12398,1,Rental,
6281,1,Service,
12393,1,Rental,
5662,1,Rental,
6880,1,Retail,
5628,1,Rental,
6875,1,Service,
9129,1,,
2312,1,Downtown Association,
5039,1,,
5657,1,Rental,
5669,1,Rental,
4417,1,Rental,
5649,1,Rental,
7126,1,Rental,
5651,1,Rental,
9038,1,Rental,
8036,1,Rental,
12390,1,Rental,
5645,1,Rental,
7071,1,Service,
5680,1,Rental,
10808,1,Downtown Association,
5538,1,Service,
14622,1,Service,
5594,1,Rental,
6973,1,Service,
5627,1,Rental,
12392,1,Rental,
8225,1,Retail,
1435,1,Rental,
7272,1,Rental,
8295,1,Rental,
12404,1,Rental,
9137,1,Rental,
10937,1,Service,
9169,1,Rental,
19971,1,Service,
6344,1,Service,
9185,1,Rental,
8086,1,Rental,
5610,1,Rental,
9170,1,Rental,
10417,1,Rental,
9834,1,Service,
5650,1,Rental,
9149,1,Rental,
5827,1,Service,
7253,1,Other,
7316,1,Downtown Association,
9205,1,Rental,
5714,1,Rental,
13314,1,Other,
5652,1,Rental,
12382,1,Rental,
5631,1,Rental,
8360,1,Rental,
9142,1,Rental,
15953,1,Rental,
12404,1,Rental,
3754,1,Rental,
5663,1,Rental,
9039,1,Rental,
15953,1,Service,
8064,1,Rental,
2449,1,Rental,
7973,1,Service,
7470,1,Downtown Association,
9095,1,Rental,
5601,1,Rental,
5650,1,Rental,
5649,1,Rental,
9110,1,Rental,
15953,1,Rental,
12896,1,Rental,
6768,1,Downtown Association,
15953,1,Service,
10643,1,Service,
7819,1,Retail,
5664,1,Rental,
5656,1,Rental,
5649,1,Rental,
10501,1,Rental,
12398,1,Rental,
5638,1,Rental,
6769,1,Service,
5665,1,Rental,
1374,1,Rental,
5650,1,Rental,
15953,1,Retail,
9106,1,Service,
2933,1,Other,
15222,1,Retail,
7814,1,Rental,
15953,1,Downtown Association,
12285,1,Rental,
15953,1,Downtown Association,
6247,1,Service,
3031,1,Retail,
4542,1,,
2576,1,Downtown Association,
5634,1,Rental,
5656,1,Rental,
9116,1,Downtown Association,
5662,1,Rental,
5651,1,Rental,
5650,1,Rental,
9207,1,Rental,
5652,1,Rental,
446,1,Service,
9163,1,Retail,
7153,1,Rental,
15953,1,Downtown Association,
6975,1,Downtown Association,
1324,1,Service,
9386,1,Downtown Association,
1455,1,Rental,
16683,1,Service,
5652,1,Rental,
5595,1,Rental,
11251,1,Downtown Association,
9185,1,Rental,
15588,1,Rental,
9199,1,Rental,
2239,1,Rental,
5652,1,Rental,
10416,1,Rental,
7541,1,Service,
2478,1,Service,
5656,1,Rental,
5594,1,Rental,
3640,1,Service,
9115,1,Rental,
9110,1,Rental,
10627,1,Service,
5615,1,Rental,
5315,1,Retail,
2134,1,Rental,
4559,1,Service,
2782,1,Service,
6546,1,Service,
10048,1,,
9015,1,Service,
7763,1,Rental,
5154,1,Service,
7106,1,Service,
5377,1,Service,
612,1,Service,
3523,1,Service,
12279,1,Rental,
5645,1,Rental,
1252,1,Retail,
8284,1,Retail,
9214,1,Downtown Association,
15953,1,Service,
7209,1,Service,
10479,1,Rental,
8225,1,Service,
652,1,Service,
11363,1,Service,
9087,1,Rental,
13450,1,Service,
11935,1,Rental,
5428,1,Rental,
12354,1,Downtown Association,
7812,1,Service,
10915,1,Service,
10018,1,Service,
9150,1,Rental,
12299,1,Rental,
12468,1,Service,
7052,1,Service,
5146,1,Retail,
5042,1,Downtown Association,
4521,1,Service,
2633,1,Service,
12361,1,Downtown Association,
1266,1,Rental,
12412,1,Rental,
6008,1,,
15953,1,Rental,
13475,1,Service,
5670,1,Rental,
6657,1,Service,
2996,1,Service,
2409,1,Rental,
7241,1,Downtown Association,
5985,1,Service,
7853,1,Rental,
4866,1,Rental,
3446,1,Service,
8610,1,Service,
5665,1,Rental,
2305,1,Service,
2809,1,,
5662,1,Rental,
1156,1,Retail,
978,1,Service,
7021,1,Service,
7535,1,Downtown Association,
9886,1,Other,
1646,1,Service,
6737,1,Service,
4833,1,Service,
5662,1,Rental,
12406,1,Rental,
6908,1,Downtown Association,
12393,1,Rental,
4868,1,Retail,
14825,1,Service,
8941,1,Service,
9185,1,Rental,
5649,1,Rental,
4279,1,,
4417,1,Service,
5272,1,Retail,
10229,1,Retail,
5749,1,Service,
5706,1,Service,
3171,1,Service,
5652,1,Rental,
3502,1,Other,
3038,1,Service,
590,1,Service,
6356,1,,
1130,1,Retail,
6167,1,Downtown Association,
978,1,Rental,
2310,1,Downtown Association,
5656,1,Rental,
793,1,Downtown Association,
1141,1,Service,
5651,1,Rental,
5657,1,Rental,
6204,1,Service,
1233,1,Retail,
5662,1,Rental,
1430,1,Rental,
5994,1,Rental,
7366,1,Downtown Association,
12547,1,Service,
5638,1,Rental,
4580,1,Rental,
10678,1,Service,
1554,1,Rental,
5635,1,Rental,
4573,1,Service,
4907,1,Service,
5642,1,Rental,
5652,1,Rental,
7573,1,Rental,
2255,1,Service,
7947,1,,
13149,1,Service,
7573,1,Retail,
7412,1,,
5615,1,Rental,
8094,1,Rental,
8912,1,Service,
13491,1,Service,
6783,1,,
7388,1,,
5645,1,Service,
4111,1,Service,
6008,1,Downtown Association,
4104,1,Service,
5944,1,Service,
5686,1,Other,
12412,1,Rental,
1159,1,Service,
15953,1,Rental,
3690,1,Service,
5623,1,Rental,
6098,1,Service,
5644,1,Rental,
7248,1,Service,
7527,1,Service,
8088,1,Rental,
9150,1,Rental,
12411,1,Rental,
5645,1,Service,
3709,1,Downtown Association,
1407,1,Rental,
9142,1,Rental,
9211,1,Rental,
12414,1,Rental,
2746,1,Service,
5608,1,Rental,
3269,1,,
4201,1,,
7742,1,Retail,
6380,1,Service,
12329,1,Rental,
5622,1,Rental,
6579,1,Downtown Association,
2479,1,Service,
2325,1,Rental,
5634,1,Rental,
8144,1,,
5627,1,Rental,
5662,1,Rental,
5070,1,Retail,
7314,1,Downtown Association,
3293,1,Service,
3640,1,Service,
1725,1,Downtown Association,
6385,1,Downtown Association,
5620,1,Rental,
9150,1,Rental,
2781,1,,
5285,1,Service,
5937,1,Service,
5937,1,Service,
15953,1,Downtown Association,
6331,1,Other,
12103,1,Service,
5553,1,Rental,
15953,1,Service,
3535,1,Other,
5231,1,Retail,
9198,1,Rental,
5655,1,Rental,
3270,1,Service,
5652,1,Rental,
6574,1,Service,
5649,1,Rental,
10164,1,Service,
12407,1,Rental,
15953,1,Retail,
12923,1,Service,
4550,1,Service,
4784,1,Service,
5566,1,Rental,
7806,1,Service,
5879,1,Service,
6889,1,,
2817,1,Service,
6826,1,Retail,
5638,1,Rental,
8309,1,Service,
12410,1,Rental,
1708,1,Retail,
2033,1,Service,
5363,1,,
5218,1,Service,
5645,1,Rental,
5621,1,Rental,
9207,1,Rental,
13304,1,Retail,
6247,1,Service,
5655,1,Rental,
5650,1,Rental,
5650,1,Rental,
2369,1,Service,
5868,1,Downtown Association,
15953,1,Downtown Association,
5686,1,Rental,
4732,1,Rental,
8354,1,Downtown Association,
9142,1,Rental,
12407,1,Rental,
12398,1,Rental,
12155,1,Rental,
2282,1,Service,
8136,1,Downtown Association,
7575,1,Service,
10619,1,Rental,
1158,1,Service,
12391,1,Downtown Association,
5652,1,Rental,
3059,1,Service,
5651,1,Rental,
9218,1,Service,
4976,1,Service,
3090,1,Downtown Association,
10193,1,Downtown Association,
5832,1,Service,
11689,1,Retail,
11054,1,Service,
4501,1,Rental,
5594,1,Rental,
2054,1,Service,
4236,1,Service,
5635,1,Rental,
10051,1,Downtown Association,
8024,1,Rental,
11935,1,Rental,
3836,1,Service,
5586,1,Rental,
10929,1,Service,
2962,1,Downtown Association,
6344,1,Retail,
4430,1,Service,
7517,1,Downtown Association,
6790,1,Service,
12035,1,Service,
9786,1,Service,
3709,1,Downtown Association,
5846,1,Rental,
5202,1,Service,
13669,1,Retail,
7545,1,Service,
5655,1,Rental,
4194,1,Service,
8305,1,Service,
2225,1,Service,
1358,1,Service,
15953,1,Retail,
6485,1,Service,
903,1,Retail,
7273,1,Service,
3291,1,Service,
3390,1,Service,
1610,1,Service,
223,1,Service,
7289,1,Service,
3989,1,Service,
8239,1,Retail,
1403,1,Service,
5349,1,Retail,
6173,1,Service,
490,1,Service,
5603,1,Rental,
10160,1,Retail,
6504,1,Rental,
5651,1,Rental,
3048,1,Downtown Association,
7590,1,,
4682,1,Service,
6021,1,Retail,
1159,1,Rental,
5085,1,Other,
3711,1,Service,
947,1,Service,
12568,1,Service,
1442,1,Rental,
10737,1,Downtown Association,
15953,1,Service,
15953,1,Service,
14566,1,Service,
5824,1,Service,
1857,1,Service,
3228,1,Service,
1438,1,Rental,
9533,1,Downtown Association,
10844,1,Service,
2914,1,Retail,
7919,1,Service,
15953,1,Downtown Association,
5782,1,Retail,
6044,1,Retail,
5684,1,Rental,
9327,1,Service,
8095,1,Service,
6673,1,Service,
6034,1,Downtown Association,
5642,1,Rental,
11103,1,Downtown Association,
6895,1,Service,
5904,1,Retail,
11587,1,Retail,
6692,1,Rental,
12411,1,Rental,
10944,1,Service,
14673,1,Rental,
2788,1,Service,
1769,1,Rental,
3485,1,Retail,
5655,1,Rental,
6362,1,Downtown Association,
5595,1,Rental,
7352,1,Downtown Association,
5312,1,Rental,
1932,1,Service,
7723,1,Downtown Association,
4647,1,Service,
5650,1,Rental,
5650,1,Rental,
12349,1,Rental,
1008,1,Rental,
5650,1,Service,
2271,1,Downtown Association,
7951,1,Retail,
4909,1,Service,
12390,1,Rental,
1628,1,Rental,
5456,1,Service,
5628,1,Rental,
5656,1,Rental,
6380,1,Downtown Association,
5603,1,Rental,
800,1,Service,
3726,1,Rental,
1708,1,Retail,
4530,1,Retail,
6245,1,Service,
8532,1,Service,
14188,1,Downtown Association,
12391,1,Rental,
12391,1,Rental,
6813,1,Downtown Association,
11296,1,Service,
6826,1,Retail,
8163,1,Service,
5881,1,Service,
3872,1,Service,
10180,1,Service,
5139,1,Downtown Association,
3094,1,Downtown Association,
1753,1,Service,
6468,1,Service,
10037,1,Retail,
7671,1,Service,
1708,1,Retail,
7057,1,Downtown Association,
2760,1,Service,
6981,1,Downtown Association,
5091,1,Service,
5083,1,Service,
3115,1,,
4378,1,,
5091,1,Service,
6282,1,Downtown Association,
3019,1,Service,
6538,1,Service,
5617,1,Rental,
1455,1,Rental,
1585,1,Rental,
7099,1,Service,
5595,1,Rental,
1424,1,Rental,
14400,1,Service,
5650,1,Rental,
4138,1,Service,
6692,1,Service,
15953,1,Service,
3633,1,Rental,
9585,1,Service,
428,1,Service,
10355,1,Service,
4661,1,Service,
1261,1,Downtown Association,
3359,1,Other,
6854,1,Retail,
9550,1,Service,
5648,1,Rental,
5651,1,Rental,
5553,1,Rental,
14492,1,Service,
12369,1,Rental,
5091,1,Service,
5608,1,Rental,
5642,1,Rental,
5684,1,Rental,
9198,1,Rental,
9086,1,Rental,
5663,1,Rental,
10458,1,Service,
14050,1,Service,
5650,1,Rental,
12792,1,Service,
4174,1,Service,
1259,1,Other,
12239,1,Retail,
7149,1,Service,
11720,1,Service,
9185,1,Rental,
3935,1,Service,
2996,1,Retail,
6973,1,,
12407,1,Rental,
9017,1,Service,
8522,1,Service,
9704,1,Service,
10121,1,Service,
1069,1,Service,
3762,1,Service,
6090,1,Service,
6849,1,Downtown Association,
4595,1,Service,
3573,1,,
7686,1,Service,
15953,1,Service,
12398,1,Retail,
4553,1,Retail,
5323,1,Downtown Association,
6490,1,Downtown Association,
4340,1,Service,
6721,1,,
953,1,Downtown Association,
1940,1,Service,
11591,1,Service,
6533,1,Service,
5664,1,Rental,
7811,1,Service,
12313,1,Rental,
5650,1,Rental,
5652,1,Rental,
7552,1,Service,
8682,1,Service,
2822,1,Rental,
3654,1,Rental,
1459,1,Rental,
6162,1,Service,
4661,1,Service,
4173,1,Service,
5601,1,Rental,
15017,1,Service,
1820,1,Retail,
1799,1,Downtown Association,
5278,1,Retail,
9425,1,Service,
5980,1,Service,
6183,1,Downtown Association,
4810,1,Service,
5257,1,Downtown Association,
8016,1,Downtown Association,
4941,1,Downtown Association,
4727,1,Service,
4165,1,Service,
4180,1,Downtown Association,
6364,1,Downtown Association,
8169,1,Service,
8186,1,Service,
5496,1,Downtown Association,
11910,1,Service,
4412,1,Downtown Association,
9443,1,Service,
4705,1,Service,
8473,1,Service,
5662,1,Rental,
5656,1,Rental,
9149,1,Rental,
5657,1,Rental,
9169,1,Rental,
10125,1,Service,
5608,1,Rental,
15953,1,Downtown Association,
5608,1,Rental,
5614,1,Rental,
12397,1,Rental,
301,1,Retail,
642,1,Service,
7654,1,Retail,
2845,1,Downtown Association,
4097,1,Service,
1738,1,Service,
7321,1,Service,
