closure_time,censor,type,zone
8772,1,Service,
10192,1,Service,
5622,1,Rental,
7973,1,Service,
7791,1,Rental,
3230,1,Rental,
12348,1,Rental,
12410,1,Rental,
12400,1,Rental,
9087,1,Rental,
6398,1,Service,
6153,1,Service,
6392,1,Service,
5692,1,Service,
4097,1,Service,
6636,1,Retail,
4749,1,Downtown Association,
15953,1,Retail,
7583,1,Downtown Association,
5868,1,Other,
4999,1,Service,
7700,1,Downtown Association,
14679,1,Service,
4830,1,Downtown Association,
2340,1,Service,
4957,1,Service,
2359,1,Service,
5154,1,Retail,
3730,1,Service,
3222,1,Downtown Association,
12992,1,Retail,
4636,1,Service,
9003,1,Service,
4993,1,Downtown Association,
12356,1,Rental,
5657,1,Rental,
5572,1,Rental,
6715,1,Downtown Association,
7533,1,Service,
8847,1,Service,
15953,1,Retail,
9170,1,Rental,
9151,1,Rental,
15953,1,Downtown Association,
9198,1,Rental,
15953,1,Downtown Association,
5665,1,Rental,
7325,1,Downtown Association,
10132,1,Service,
2485,1,Service,
5655,1,Rental,
15953,1,Downtown Association,
5607,1,Rental,
11019,1,Service,
8350,1,Service,
2463,1,Service,
5629,1,Rental,
5656,1,Rental,
8443,1,Service,
12405,1,Rental,
5651,1,Rental,
5622,1,Rental,
4963,1,Downtown Association,
9199,1,Rental,
7653,1,Other,
3914,1,Rental,
7532,1,Service,
3436,1,Downtown Association,
3472,1,Service,
5614,1,Rental,
5664,1,Rental,
12413,1,Service,
9110,1,Rental,
13455,1,Service,
5645,1,Rental,
3746,1,Rental,
5595,1,Rental,
9169,1,Rental,
9142,1,Rental,
9172,1,Downtown Association,
2673,1,Service,
5657,1,Rental,
7217,1,Service,
12048,1,Service,
13754,1,Service,
9745,1,Other,
10164,1,Retail,
16318,1,Downtown Association,
9649,1,Retail,
4252,1,Hotel,
5110,1,Retail,
1417,1,Rental,
2995,1,Retail,
4588,1,Downtown Association,
5224,1,Downtown Association,
5476,1,Retail,
6568,1,Service,
5460,1,Service,
6838,1,Retail,
9340,1,Service,
11831,1,Downtown Association,
7070,1,Downtown Association,
3955,1,Downtown Association,
14092,1,Retail,
12414,1,Rental,
15953,1,Rental,
15953,1,Downtown Association,
5953,1,Service,
6541,1,Service,
398,1,Service,
7822,1,Service,
2550,1,Service,
9898,1,Service,
4152,1,Service,
7638,1,Retail,
5651,1,Rental,
12411,1,Rental,
6135,1,Service,
5622,1,Service,
13761,1,Service,
12091,1,Downtown Association,
7646,1,Retail,
7464,1,Downtown Association,
5300,1,Service,
1837,1,Service,
2442,1,Service,
10978,1,Service,
10543,1,Downtown Association,
2317,1,Retail,
14235,1,Retail,
2481,1,Service,
11755,1,Retail,
7386,1,Retail,
11879,1,Service,
1493,1,Service,
5370,1,Service,
5733,1,Downtown Association,
8032,1,Service,
5006,1,Service,
2043,1,Rental,
7926,1,Other,
3223,1,Retail,
7065,1,Retail,
15953,1,Retail,
2403,1,Downtown Association,
7426,1,Service,
10129,1,Service,
6621,1,Service,
5859,1,Service,
244,1,Retail,
11234,1,Downtown Association,
1067,1,Service,
6142,1,Service,
7475,1,Downtown Association,
3935,1,Retail,
13254,1,Service,
5159,1,Service,
3054,1,Service,
12413,1,Rental,
7730,1,Service,
11296,1,Retail,
3229,1,Downtown Association,
3251,1,Service,
10205,1,Service,
6736,1,Downtown Association,
5105,1,Downtown Association,
3109,1,Service,
4803,1,Service,
11797,1,Downtown Association,
8750,1,Service,
3775,1,Service,
7640,1,Service,
6930,1,Service,
13595,1,Service,
6996,1,Service,
3816,1,Service,
15588,1,Service,
10562,1,Other,
3545,1,,
6379,1,Downtown Association,
14309,1,Rental,
7671,1,Service,
8668,1,Downtown Association,
1414,1,Rental,
4252,1,Hotel,
5714,1,Rental,
5571,1,Rental,
3656,1,Service,
5603,1,Rental,
4411,1,Service,
14027,1,Rental,
6002,1,Downtown Association,
5586,1,Rental,
6828,1,Rental,
10566,1,Service,
11377,1,Service,
5649,1,Rental,
12398,1,Rental,
9149,1,Rental,
6310,1,Service,
4095,1,Rental,
12390,1,Rental,
5663,1,Rental,
11000,1,Rental,
4787,1,Service,
12393,1,Rental,
3572,1,Service,
5813,1,Service,
828,1,Service,
6078,1,Service,
4280,1,Service,
7925,1,Service,
2345,1,Service,
5662,1,Rental,
8176,1,Service,
5566,1,Rental,
4797,1,Downtown Association,
3746,1,Rental,
4102,1,Rental,
3746,1,Rental,
7953,1,Service,
6204,1,Rental,
5330,1,Retail,
317,1,Service,
5375,1,Downtown Association,
8353,1,Other,
1436,1,Other,
2005,1,Service,
521,1,Service,
4222,1,Retail,
2760,1,Retail,
2957,1,Downtown Association,
7444,1,Other,
3542,1,Retail,
3731,1,Rental,
5581,1,Rental,
13989,1,Service,
7001,1,Service,
5671,1,Rental,
7812,1,Service,
6979,1,Service,
4207,1,Downtown Association,
7631,1,Service,
7631,1,Service,
3859,1,,
5440,1,Downtown Association,
6159,1,Downtown Association,
15953,1,Other,
4671,1,Retail,
3745,1,Downtown Association,
5771,1,Other,
6944,1,Service,
4790,1,Service,
2688,1,Service,
15588,1,Retail,
1928,1,Retail,
1928,1,Retail,
1928,1,Retail,
1632,1,Rental,
3811,1,Service,
14378,1,Service,
8016,1,Retail,
13397,1,Retail,
10340,1,Retail,
5798,1,Downtown Association,
2536,1,Retail,
7408,1,Retail,
7548,1,Rental,
9243,1,Service,
490,1,Retail,
12393,1,Rental,
10416,1,Rental,
10416,1,Downtown Association,
5572,1,Rental,
7665,1,Downtown Association,
1458,1,Rental,
2481,1,Service,
7434,1,,
6631,1,Service,
9848,1,Service,
1224,1,Service,
4238,1,Service,
2249,1,Service,
5683,1,Rental,
6814,1,Retail,
6726,1,Retail,
7132,1,Downtown Association,
5070,1,Downtown Association,
3347,1,Service,
2562,1,Service,
11531,1,Downtown Association,
7967,1,Rental,
7918,1,,
9663,1,Service,
3101,1,,
2073,1,Rental,
7385,1,Downtown Association,
6078,1,Downtown Association,
277,1,Retail,
6181,1,Downtown Association,
7456,1,Service,
2701,1,Service,
15953,1,Service,
8199,1,Service,
4249,1,Retail,
5764,1,Service,
5879,1,Service,
906,1,Rental,
6233,1,Retail,
5252,1,Downtown Association,
1854,1,Downtown Association,
1920,1,Downtown Association,
7644,1,Service,
8029,1,Service,
6880,1,Service,
7533,1,Downtown Association,
9625,1,Service,
7076,1,Downtown Association,
5271,1,Service,
6937,1,Service,
5405,1,Service,
8119,1,Retail,
6324,1,Downtown Association,
8093,1,Retail,
9183,1,Service,
1312,1,Retail,
4602,1,,
9263,1,Retail,
1421,1,Rental,
5588,1,Rental,
8276,1,Downtown Association,
6996,1,Service,
8366,1,Rental,
5496,1,Retail,
6071,1,Service,
9745,1,,
3340,1,Service,
9166,1,Rental,
6583,1,Service,
6853,1,Service,
5623,1,Rental,
4215,1,Rental,
12411,1,Rental,
10928,1,Service,
8848,1,Retail,
5991,1,Rental,
10348,1,Retail,
5656,1,Rental,
4217,1,Service,
2550,1,Service,
4090,1,Service,
3180,1,Downtown Association,
5369,1,Retail,
5656,1,Rental,
6478,1,Retail,
2963,1,Retail,
2377,1,Rental,
8892,1,Downtown Association,
2326,1,Service,
2187,1,Other,
4413,1,Service,
5608,1,Service,
9068,1,Service,
5813,1,Retail,
6106,1,Service,
2851,1,Service,
2537,1,Retail,
12371,1,Rental,
3367,1,Service,
5721,1,Retail,
3275,1,Service,
7335,1,Service,
1231,1,Service,
6218,1,Service,
5728,1,Service,
2787,1,Service,
5071,1,Service,
6754,1,Service,
6762,1,Service,
7203,1,Service,
5657,1,Rental,
713,1,Retail,
10222,1,Downtown Association,
7121,1,Downtown Association,
1047,1,Service,
5043,1,Service,
6345,1,Service,
6146,1,Service,
994,1,Rental,
7343,1,Service,
1715,1,Retail,
1025,1,Downtown Association,
13904,1,Retail,
785,1,Retail,
6966,1,Retail,
6457,1,Service,
7248,1,Service,
2501,1,Service,
8087,1,Service,
7386,1,Service,
12320,1,Rental,
8673,1,Service,
7329,1,Service,
12330,1,Service,
4292,1,Other,
8793,1,Downtown Association,
6565,1,Service,
6779,1,Service,
9859,1,Service,
7344,1,Service,
1420,1,Service,
2283,1,Service,
2817,1,Service,
5699,1,Service,
5608,1,Rental,
6917,1,Service,
892,1,Downtown Association,
2352,1,Service,
5652,1,Rental,
3650,1,Retail,
7135,1,Service,
5652,1,Rental,
1554,1,Rental,
3496,1,Rental,
4795,1,Service,
3367,1,Downtown Association,
7484,1,Retail,
5638,1,Rental,
1008,1,Retail,
12413,1,Rental,
5154,1,,
4172,1,Retail,
3031,1,Retail,
734,1,Service,
2831,1,Retail,
3865,1,Other,
3831,1,Service,
2968,1,Retail,
1442,1,Rental,
15953,1,Downtown Association,
4417,1,Downtown Association,
3576,1,Retail,
3213,1,Service,
6061,1,Service,
2717,1,Service,
8077,1,Service,
8477,1,Service,
7090,1,Service,
9150,1,Rental,
4942,1,Service,
2323,1,Service,
8312,1,Service,
5291,1,Service,
5190,1,Retail,
3584,1,Service,
7143,1,Retail,
4829,1,Service,
2401,1,Service,
972,1,Service,
6546,1,Service,
4083,1,Rental,
6566,1,Downtown Association,
12414,1,Rental,
2418,1,Rental,
6674,1,Service,
9962,1,Retail,
4003,1,Service,
1133,1,Retail,
6768,1,Service,
10144,1,Service,
4091,1,Downtown Association,
6373,1,Service,
7630,1,Rental,
7941,1,Downtown Association,
10038,1,Retail,
5529,1,Retail,
6860,1,Retail,
4733,1,Service,
6870,1,Retail,
9122,1,Service,
5936,1,Service,
4986,1,Retail,
6757,1,Retail,
4970,1,Service,
6133,1,Service,
4872,1,Downtown Association,
7066,1,Service,
7919,1,Retail,
1673,1,Retail,
7587,1,Retail,
5008,1,Retail,
6736,1,Retail,
6183,1,Service,
3144,1,Service,
3713,1,Downtown Association,
5621,1,Downtown Association,
12407,1,Rental,
2761,1,Service,
4489,1,Service,
6385,1,,
5911,1,,
8274,1,,
7478,1,Service,
8718,1,Downtown Association,
6672,1,Service,
9106,1,,
7451,1,Downtown Association,
10059,1,Service,
794,1,Service,
3753,1,Downtown Association,
5645,1,Rental,
5651,1,Rental,
5601,1,Rental,
9150,1,Rental,
5607,1,Rental,
9205,1,Rental,
9214,1,Downtown Association,
5629,1,Rental,
5608,1,Rental,
12406,1,Rental,
5655,1,Rental,
15953,1,Rental,
1395,1,Rental,
12327,1,Downtown Association,
9087,1,Rental,
11664,1,Service,
5477,1,Rental,
3653,1,Downtown Association,
9208,1,Rental,
3200,1,Service,
6722,1,Service,
9128,1,Rental,
7765,1,Service,
9206,1,Rental,
9158,1,Service,
12398,1,Rental,
10495,1,Service,
9095,1,Rental,
9207,1,Rental,
5607,1,Rental,
9166,1,Rental,
5554,1,Service,
4235,1,Rental,
5655,1,Rental,
10416,1,Downtown Association,
5064,1,Service,
7920,1,Service,
3902,1,Rental,
5601,1,Rental,
9096,1,Service,
15953,1,Rental,
3488,1,,
1120,1,Service,
4607,1,Service,
1616,1,Retail,
8046,1,Downtown Association,
4279,1,Service,
5879,1,Service,
6964,1,Retail,
4000,1,Service,
7794,1,Downtown Association,
6231,1,Retail,
2499,1,Service,
8151,1,Retail,
5784,1,Retail,
14400,1,Other,
5546,1,Rental,
6783,1,Downtown Association,
5651,1,Rental,
5608,1,Rental,
7531,1,Service,
5669,1,Rental,
5655,1,Rental,
6980,1,Service,
5615,1,Rental,
5103,1,Service,
5614,1,Rental,
7232,1,Retail,
2017,1,Service,
1989,1,Service,
3688,1,Retail,
5091,1,Service,
12400,1,Rental,
11019,1,Downtown Association,
7517,1,Rental,
5666,1,Rental,
15953,1,Downtown Association,
1759,1,Service,
6268,1,,
4320,1,Service,
8312,1,Downtown Association,
5656,1,Rental,
1682,1,Retail,
3487,1,Service,
15953,1,Retail,
5546,1,Retail,
5596,1,Service,
6352,1,Service,
5313,1,Service,
3927,1,Retail,
6470,1,Service,
11860,1,Service,
10930,1,Downtown Association,
12370,1,Rental,
2205,1,Rental,
5798,1,Service,
3152,1,Service,
3640,1,Service,
4143,1,Service,
12328,1,Rental,
7622,1,Service,
7185,1,Service,
1967,1,Service,
8589,1,Rental,
7772,1,Rental,
5586,1,Rental,
14073,1,Service,
7175,1,Service,
5645,1,Rental,
3746,1,Rental,
5657,1,Rental,
6539,1,Service,
15953,1,Service,
6574,1,Service,
5651,1,Rental,
12411,1,Rental,
10059,1,Service,
6933,1,Downtown Association,
5613,1,Rental,
12392,1,Rental,
5650,1,Rental,
5679,1,Rental,
8820,1,Other,
489,1,Service,
6246,1,Service,
6034,1,Retail,
7490,1,Retail,
6588,1,Service,
5855,1,Downtown Association,
5628,1,Rental,
3445,1,Service,
6229,1,Downtown Association,
15953,1,Downtown Association,
2103,1,Downtown Association,
6308,1,Downtown Association,
9878,1,Service,
1963,1,Downtown Association,
5411,1,Downtown Association,
1086,1,Retail,
5061,1,,
11413,1,Other,
7940,1,Downtown Association,
4032,1,Retail,
13669,1,Service,
4047,1,Service,
12411,1,Rental,
4994,1,Service,
9635,1,Downtown Association,
6062,1,Retail,
5754,1,Retail,
1616,1,Service,
8351,1,Downtown Association,
10747,1,Service,
9962,1,Service,
2340,1,Other,
5083,1,,
14710,1,Service,
8151,1,Service,
5651,1,Rental,
2380,1,Service,
2617,1,Service,
5952,1,Service,
3885,1,Downtown Association,
933,1,Service,
4287,1,Service,
1963,1,Retail,
5496,1,Retail,
11447,1,Downtown Association,
5141,1,Service,
3593,1,Downtown Association,
7521,1,Retail,
4215,1,Retail,
5063,1,Service,
5909,1,Downtown Association,
7678,1,Other,
6133,1,Service,
9331,1,Service,
7678,1,Service,
12348,1,Rental,
3474,1,Service,
2729,1,Service,
2059,1,Service,
7638,1,Service,
2933,1,Retail,
3821,1,Service,
4899,1,Service,
6338,1,Other,
3893,1,Service,
6385,1,Downtown Association,
7640,1,Other,
7331,1,Downtown Association,
15953,1,Rental,
1520,1,Rental,
3178,1,Retail,
3221,1,Retail,
5608,1,Rental,
13084,1,Downtown Association,
7447,1,Downtown Association,
7709,1,Other,
8758,1,Retail,
5809,1,Service,
2330,1,Rental,
3794,1,Service,
10494,1,Rental,
1100,1,Service,
2782,1,Service,
6404,1,Retail,
4138,1,Service,
8340,1,Retail,
3517,1,Other,
4956,1,Retail,
2999,1,Retail,
1427,1,Rental,
5698,1,Downtown Association,
4747,1,Downtown Association,
9113,1,Rental,
7149,1,Service,
7140,1,Service,
3858,1,Downtown Association,
10747,1,Retail,
15953,1,Retail,
13804,1,Service,
6484,1,Retail,
332,1,Service,
6541,1,Service,
7107,1,Service,
5533,1,Service,
3746,1,Rental,
1487,1,Rental,
7504,1,Other,
2241,1,Service,
7423,1,Service,
1603,1,Service,
1676,1,Downtown Association,
5721,1,Retail,
3660,1,Downtown Association,
6362,1,Downtown Association,
2681,1,Rental,
851,1,Retail,
5960,1,Retail,
5714,1,Other,
397,1,Service,
5151,1,Service,
5470,1,Service,
4811,1,Retail,
8259,1,Retail,
1094,1,Retail,
5651,1,Rental,
7672,1,Other,
5848,1,Service,
6897,1,Service,
15953,1,Downtown Association,
6632,1,Retail,
8932,1,Retail,
8969,1,Service,
7213,1,Service,
10494,1,Rental,
6880,1,Service,
5571,1,,
5190,1,Retail,
15953,1,Retail,
12468,1,Retail,
13304,1,Retail,
3804,1,Downtown Association,
3184,1,Downtown Association,
8876,1,Downtown Association,
5210,1,Downtown Association,
5904,1,Retail,
4718,1,Rental,
8945,1,Service,
12666,1,Retail,
4699,1,Downtown Association,
10684,1,Retail,
11570,1,Downtown Association,
5357,1,Service,
5785,1,Service,
5880,1,Retail,
1452,1,Rental,
15953,1,Rental,
6132,1,Service,
6964,1,,
3110,1,,
3734,1,Service,
8255,1,Retail,
12908,1,Retail,
15953,1,Retail,
5168,1,Retail,
5109,1,Service,
2785,1,Other,
5406,1,Service,
5662,1,Rental,
3479,1,Rental,
8518,1,Service,
7587,1,Service,
4493,1,Downtown Association,
5628,1,Rental,
2941,1,Service,
5789,1,Service,
6870,1,Downtown Association,
6362,1,Other,
16675,1,Service,
9894,1,Downtown Association,
8196,1,Rental,
7091,1,Service,
4542,1,Downtown Association,
6826,1,Service,
5008,1,Service,
2025,1,Retail,
4172,1,Retail,
7807,1,Service,
8164,1,Retail,
2027,1,Retail,
612,1,Rental,
12390,1,Rental,
5662,1,Rental,
5585,1,Service,
4741,1,Service,
12390,1,Rental,
3690,1,Service,
7429,1,Service,
5147,1,Service,
6611,1,Service,
1764,1,Service,
1616,1,,
2249,1,Downtown Association,
4249,1,Retail,
10993,1,Service,
5651,1,Rental,
10130,1,Service,
7861,1,Service,
4355,1,Service,
2767,1,Downtown Association,
5260,1,,
3495,1,Service,
5475,1,Rental,
5811,1,Rental,
5650,1,Rental,
2786,1,Rental,
3107,1,Rental,
7972,1,Retail,
5456,1,Retail,
2402,1,Service,
10348,1,Downtown Association,
4467,1,Rental,
13273,1,Service,
5645,1,Rental,
8031,1,Retail,
1827,1,Rental,
5684,1,Rental,
13815,1,Downtown Association,
5666,1,Rental,
7072,1,Rental,
5683,1,Service,
7651,1,Rental,
5643,1,Retail,
15953,1,Service,
7048,1,Downtown Association,
6134,1,Service,
7422,1,Retail,
3563,1,Rental,
2081,1,Rental,
5650,1,Rental,
14777,1,Retail,
1424,1,Rental,
5651,1,Rental,
5663,1,Rental,
12398,1,Rental,
12411,1,Rental,
2471,1,Service,
8462,1,Retail,
15953,1,Downtown Association,
3580,1,Service,
15953,1,Rental,
6362,1,Retail,
7275,1,Service,
8315,1,Service,
5503,1,Downtown Association,
8441,1,Downtown Association,
4440,1,Service,
3951,1,Service,
15222,1,Service,
5665,1,Rental,
5959,1,Downtown Association,
4683,1,Service,
6854,1,Service,
1256,1,Service,
15953,1,Retail,
6981,1,Downtown Association,
7941,1,Service,
6398,1,Retail,
6121,1,Retail,
7521,1,Retail,
4138,1,Service,
5741,1,Service,
5645,1,Rental,
12406,1,Rental,
7317,1,Downtown Association,
1421,1,Rental,
4390,1,Service,
12398,1,Rental,
3446,1,Retail,
7195,1,Downtown Association,
9039,1,Rental,
5662,1,Rental,
5656,1,Rental,
5665,1,Rental,
1434,1,Rental,
7230,1,Service,
5874,1,Service,
6930,1,Downtown Association,
9086,1,Rental,
12413,1,Rental,
12320,1,Rental,
3453,1,Rental,
4207,1,Rental,
5110,1,Retail,
12312,1,Rental,
3403,1,Service,
21613,1,Rental,
9050,1,Other,
11531,1,Retail,
15953,1,Retail,
5509,1,Downtown Association,
1677,1,Rental,
2408,1,Other,
6177,1,Service,
5154,1,Service,
6216,1,Service,
12477,1,Service,
6204,1,Service,
3779,1,Service,
7070,1,Service,
6657,1,Service,
2113,1,Downtown Association,
2180,1,Service,
5652,1,Rental,
8289,1,Rental,
9087,1,Rental,
9110,1,Rental,
12271,1,Rental,
5657,1,Rental,
9198,1,Rental,
2432,1,Downtown Association,
5440,1,Service,
947,1,Service,
5805,1,Service,
8647,1,Service,
10502,1,Service,
10167,1,Service,
7643,1,Downtown Association,
13396,1,Service,
6085,1,Service,
5686,1,Service,
9205,1,Service,
6434,1,Service,
4242,1,Service,
12397,1,Rental,
7107,1,Service,
11907,1,Service,
6891,1,Service,
2345,1,Service,
9256,1,Service,
2837,1,Service,
8024,1,Service,
5603,1,Rental,
2523,1,Service,
3328,1,Service,
3929,1,Service,
1408,1,Rental,
6674,1,Service,
5344,1,Downtown Association,
4174,1,Service,
10174,1,Service,
8501,1,Downtown Association,
6994,1,Service,
14386,1,Service,
13304,1,Service,
1413,1,Rental,
2526,1,Service,
8276,1,Retail,
4489,1,Service,
5635,1,Rental,
13940,1,Service,
10869,1,Service,
12820,1,Service,
5649,1,Rental,
4901,1,Service,
8764,1,Other,
978,1,Retail,
3459,1,Other,
13316,1,Service,
7876,1,Service,
2178,1,Downtown Association,
15953,1,Downtown Association,
5425,1,Retail,
11850,1,Service,
7140,1,Service,
6187,1,Service,
1465,1,Rental,
12299,1,Rental,
15953,1,Service,
4004,1,Service,
3550,1,Service,
5784,1,Service,
12403,1,Rental,
4215,1,Service,
10993,1,Service,
4489,1,Downtown Association,
14096,1,Service,
3957,1,Service,
4433,1,Downtown Association,
4913,1,Downtown Association,
3461,1,Service,
15953,1,Service,
703,1,Service,
6021,1,Service,
4984,1,Other,
12180,1,Service,
5938,1,Service,
3739,1,Other,
11248,1,Retail,
3016,1,Other,
4033,1,Service,
1228,1,Retail,
709,1,Retail,
4474,1,Downtown Association,
6384,1,Other,
1835,1,Retail,
5655,1,Rental,
5656,1,Rental,
5663,1,Rental,
12392,1,Rental,
5655,1,Rental,
12393,1,Rental,
12371,1,Rental,
11935,1,Rental,
7349,1,Rental,
5651,1,Rental,
9113,1,Rental,
7679,1,Rental,
6800,1,Service,
5651,1,Rental,
2073,1,Retail,
5652,1,Rental,
8576,1,Service,
13467,1,Service,
9149,1,Rental,
9206,1,Rental,
5657,1,Rental,
2088,1,Service,
5666,1,Rental,
5663,1,Rental,
12413,1,Rental,
12357,1,Rental,
12392,1,Rental,
9229,1,Rental,
8165,1,Service,
7351,1,Rental,
4713,1,Service,
5663,1,Rental,
2229,1,Service,
2639,1,Service,
10286,1,Downtown Association,
3641,1,Rental,
10493,1,Rental,
10417,1,Rental,
5652,1,Rental,
11364,1,Service,
6796,1,Service,
2849,1,Other,
4893,1,Other,
11031,1,Other,
4571,1,Retail,
5648,1,Rental,
5610,1,Rental,
3717,1,Service,
9149,1,Rental,
7665,1,Service,
5652,1,Rental,
4787,1,Other,
2334,1,Retail,
7205,1,Retail,
8764,1,Service,
6923,1,Service,
1224,1,,
8094,1,Service,
8018,1,Service,
5652,1,Rental,
12414,1,Rental,
8266,1,Service,
13426,1,Service,
1524,1,Rental,
15953,1,Service,
7469,1,Service,
2737,1,Retail,
6196,1,Other,
5665,1,Rental,
13860,1,Service,
1981,1,Retail,
7657,1,Service,
6583,1,Downtown Association,
7678,1,Service,
6804,1,Service,
3678,1,Service,
10481,1,Rental,
15953,1,Rental,
3535,1,Service,
2444,1,Retail,
5603,1,Rental,
1069,1,Downtown Association,
8527,1,Other,
6609,1,Other,
1396,1,Service,
5308,1,Service,
7521,1,Service,
5603,1,Rental,
6204,1,Other,
3394,1,Retail,
5509,1,Service,
5133,1,Service,
7309,1,Downtown Association,
10166,1,Service,
6593,1,Service,
4123,1,Rental,
15953,1,Downtown Association,
5663,1,Rental,
12295,1,Downtown Association,
7885,1,Downtown Association,
5882,1,Service,
3870,1,Service,
5231,1,Service,
6538,1,Downtown Association,
5650,1,Rental,
1080,1,Retail,
2815,1,,
8311,1,Rental,
16318,1,Service,
7665,1,Service,
2473,1,Service,
2383,1,Service,
7064,1,Downtown Association,
9478,1,Service,
7713,1,Retail,
9138,1,Retail,
14021,1,Service,
5153,1,Retail,
2981,1,,
1424,1,Rental,
3545,1,,
4214,1,Retail,
12398,1,Downtown Association,
5648,1,Rental,
5054,1,,
5655,1,Rental,
2856,1,Service,
7472,1,Service,
3180,1,Service,
5649,1,Rental,
3990,1,Downtown Association,
5650,1,Rental,
4845,1,Other,
2486,1,Retail,
7156,1,Service,
7427,1,,
12413,1,Rental,
15953,1,Other,
15953,1,Rental,
5616,1,Rental,
1338,1,,
11574,1,Service,
5644,1,Rental,
5735,1,Service,
5180,1,Downtown Association,
3746,1,Rental,
4634,1,,
5109,1,Retail,
6020,1,Downtown Association,
4391,1,Downtown Association,
1611,1,Service,
11941,1,Service,
9338,1,Other,
5649,1,Rental,
